frame_id,timestamp,prompt_variant,caption_text,image_base64
0,0.07121443748474121,,Imminent hazards include a white car directly ahead on the road and potentially a black car approaching from the left. There are no visible pedestrians or traffic signs in the immediate vicinity.,
0,0.07121443748474121,,"Based on the image:

- **Car (white van)**: 
  - Location: On the road ahead, in the middle of the scene.
  - Direction: Moving towards the viewer.

- **Pedestrians**: 
  - Location: Sidewalks near the building in the background.
  - Direction: Various directions; some appear to be walking along the sidewalk.

- **Motorcycle (foreground)**: 
  - Location: Directly in front of the viewer.
  - Direction: Stationary, facing the road ahead.",
30,0.07121443748474121,,"Two vehicles are on the road ahead, one directly in the foreground and another further to the left. There is also a traffic light visible to the right side of the image.",
30,0.07121443748474121,,"Based on the image, here are three critical objects or hazards present in the scene:

- **Traffic Light**:
  - **Type**: Traffic control device
  - **Location**: Right side of the image
  - **Direction**: Facing forward and appears to be signaling for the rider

- **Stationary Bicycle**:
  - **Type**: Road user
  - **Location**: Very close, in the foreground of the image
  - **Direction**: Facing forward on the road, potentially obstructing the path

- **Moving Vehicles**:
  - **Type**: Road users
  - **Location**: Further ahead on the road
  - **Direction**: Moving in the same direction as the viewer, some crossing the intersection",
60,0.07121443748474121,,"There are several scooters scattered on the road directly in front of the vehicle, posing an immediate obstacle. Additionally, there are multiple pedestrians crossing or standing nearby, requiring immediate attention to avoid collision.",
60,0.07121443748474121,,"Here are three critical objects or hazards present in the scene, along with their type, location, and direction:

- **Scooter on the Left Side:**
  - **Type:** Scooter
  - **Location:** On the left side of the road
  - **Direction:** Moving forward (same direction as the vehicle from which the image is taken)

- **Pedestrian on the Right Side:**
  - **Type:** Pedestrian
  - **Location:** On the right side of the road
  - **Direction:** Standing still (observing traffic or waiting to cross)

- **Building Structure:**
  - **Type:** Building
  - **Location:** Background, directly ahead
  - **Direction:** Stationary (fixed position)",
90,0.07121443748474121,,Imminent hazards include several pedestrians crossing the street ahead and a few oncoming vehicles visible on the opposite lane. There is also a sign indicating a possible hazard or traffic regulation to the right of the road.,
90,0.07121443748474121,,"- **Object 1:**
  - **Type:** Pedestrian
  - **Location:** Middle of the street
  - **Direction:** Moving towards the left side of the frame

- **Object 2:**
  - **Type:** Car
  - **Location:** Left side of the street
  - **Direction:** Traveling in the same direction as the motorcycle

- **Object 3:**
  - **Type:** Distant Vehicle
  - **Location:** Far end of the street
  - **Direction:** Approaching from the opposite direction",
120,248.66439270973206,,"The image shows a pedestrian crossing the street directly in front of the vehicle, which poses an imminent hazard. Additionally, there are multiple vehicles on the road that require careful navigation to avoid potential collisions.",
120,248.66439270973206,,"Here are three critical objects or hazards present in the scene:

- **Pedestrian Crosswalk (Type)**:
  - Located at the center-bottom of the image.
  - Direction: Crossing from left to right of the frame.

- **Car (Type)**:
  - Located on the right side of the image.
  - Direction: Moving forward toward the intersection.

- **Building (Type)**:
  - Located in the background of the image.
  - Direction: Stationary.",
150,248.66439270973206,,The image shows a white van directly ahead in the same lane and a blue vehicle approaching from the right side. There are no visible pedestrians or traffic signs in the immediate vicinity.,
150,248.66439270973206,,"Here are three critical objects or hazards present in the scene:

- **Pedestrians (Left Side of the Road):**
  - **Location:** On the left side of the road near the buildings.
  - **Direction:** Appear to be walking or standing on the sidewalk.

- **White Van (Middle Distance):**
  - **Location:** In the center of the road ahead.
  - **Direction:** Moving towards the viewer/camera.

- **Blue Bus (Right Side of the Road):**
  - **Location:** On the right side of the road.
  - **Direction:** Appears to be stationary or moving slowly, possibly waiting for passengers.",
180,248.66439270973206,,"There is a blue car approaching from the right, and other vehicles are visible down the road. No immediate pedestrians or traffic signs are noticeable in the foreground.",
180,248.66439270973206,,"Based on the image, here are three critical objects or hazards present in the scene:

- **Red Car**:
  - Type: Moving vehicle
  - Location: Middle of the road, approaching from the opposite direction
  - Direction: Towards the camera

- **Blue Car**:
  - Type: Moving vehicle
  - Location: Right side of the road
  - Direction: Same direction as the viewer (away from the camera)

- **Sidewalk/Pedestrian Area**:
  - Type: Potential pedestrian hazard
  - Location: Both sides of the street
  - Direction: Parallel to the road (could have pedestrians crossing or walking alongside)",
210,248.66439270973206,,"There are a few vehicles ahead on the road, including a white van and a car, which the rider should remain aware of. Additionally, there is a pedestrian visible on the right side of the road who appears to be crossing or walking along the street.",
210,248.66439270973206,,"In the provided scene, the following are critical objects or hazards:

- **Oncoming Vehicles**: 
  - **Type**: Multiple cars and motorcycles.
  - **Location**: On the opposite side of the road.
  - **Direction**: Moving towards the camera.

- **Pedestrians or Cyclists**: 
  - **Type**: People walking or cycling near the road.
  - **Location**: Near the buildings on the right side of the road.
  - **Direction**: Potentially crossing the road.

- **Parked Cars**: 
  - **Type**: Vehicles parked alongside the road.
  - **Location**: On the left side of the road.
  - **Direction**: Stationary but could obstruct the view of oncoming traffic or pedestrians.",
240,462.66312193870544,,The image shows an approaching car in the opposite lane and a motorcycle in the distance ahead. There are no visible pedestrians or traffic signs posing immediate hazards.,
